           File name           Optimal   Optimal runtime            Greedy    Greedy runtime                GA        GA runtime                SA        SA runtime
   42x50_25_1.00.txt                16       0.035359296                16       0.006029291                16      63.721902428                16       38.52404357
   25x30_25_3.00.txt                20       0.089730159                17       0.110429725                20      81.554483049                18      56.825123887
  30x36_200_2.00.txt                 x                 x               120       2.283157224               121     201.327683819               120      98.929855751
  42x50_500_3.00.txt                 x                 x               269        40.1636573               269     406.725175298               269     180.330505953
   10x12_50_0.50.txt                 x                 x                41       0.483369948                44     105.035149121                41      68.367459992
  42x50_100_2.00.txt                 x                 x                50       0.314215783                53     115.414612739                50      65.648357524
  30x36_100_2.00.txt                 x                 x                71       0.936387384                72     150.016507485                71      82.462546681
  42x50_500_1.00.txt                 x                 x               101       2.753074279               101     177.509114017               101     104.609571516
   10x12_25_0.50.txt                25       0.102962226                25       0.087159764                25       83.36127438                25      55.033705599
  25x30_400_2.00.txt                 x                 x               274      57.617348634               275     418.323610164               274     197.635359966
  25x30_100_2.00.txt                 x                 x                73       1.203581808                73     155.190895043                73      88.565831289
   25x30_50_2.00.txt                 x                 x                40       0.251363598                42      108.00088968                40      65.960230474
   10x12_20_1.00.txt                19       0.087268035                19        0.14779643                19      84.158084717                19      40.618494329
   30x36_50_2.00.txt                 x                 x                37       0.169002998                42     103.057106719                37      64.241483793
  25x30_200_2.00.txt                 x                 x               138       8.053877086               142      239.91552597               138     126.915779494
  42x50_200_2.00.txt                 x                 x                90       1.618815668                91        157.319535                90      89.750859257
  42x50_500_2.00.txt                 x                 x               182      12.189716756               182     272.790490301               182     139.399672155
   42x50_25_2.00.txt                22       0.124834669                19       0.020217687                21      73.613972503                19      44.391312763
  30x36_400_1.00.txt                 x                 x               117       3.494320898               118     209.615793828               117     100.700970581
   30x36_50_1.00.txt                 x                 x                26       0.031093515                30       84.67605745                26      49.784988762
   42x50_25_3.00.txt                22       0.080281355                22       0.050267165                22      80.013791204                22      55.231915443
   42x50_50_1.00.txt                 x                 x                23       0.013660922                24      72.676874246                23       47.39756079
   10x12_10_0.50.txt                 8       0.011125581                 8       0.005598764                 8      50.793009035                 8       25.48073641
  30x36_200_3.00.txt                 x                 x               148      13.378722302               151     280.783026254               148      138.25622474
   25x30_25_1.00.txt                19       0.037572614                18       0.018516324                19      71.124248265                18      43.641003606
  42x50_100_1.00.txt                 x                 x                34        0.05571675                36      92.008059237                34      52.764886808
  30x36_100_1.00.txt                 x                 x                48       0.194465911                52     110.288323821                48      63.901580169
   10x12_20_0.50.txt                18       0.049434735                18       0.045997474                18      72.741248068                18      43.051915131
  30x36_400_3.00.txt                 x                 x               301      83.895240163               302     449.093645028               306     219.034312028
   42x50_50_3.00.txt                 x                 x                36       0.141174607                38     101.566472646                36      59.046329768
  42x50_200_1.00.txt                 x                 x                53       0.344400414                57     116.984215697                53      67.885088885
   30x36_25_2.00.txt                19       0.058665229                19        0.05123346                19      76.431894685                19      46.183216145
   10x12_10_2.00.txt                10       0.046058974                10       0.134176926                10       73.79633763                10      31.669918591
   25x30_50_3.00.txt                 x                 x                47       0.623094762                47     118.807082498                47      77.289432908
  25x30_200_1.00.txt                 x                 x                96       1.626119643                96     167.336518119                96      95.184599069
  25x30_300_2.00.txt                 x                 x               202      22.396769337               205     338.673880567               203     159.289543542
  25x30_200_3.00.txt                 x                 x               171      23.207069431               172      285.19086045               171     157.053850231
   30x36_25_3.00.txt                24       0.111788295                24       0.098806726                24      84.808580571                24      59.282725623
   42x50_50_2.00.txt                 x                 x                33        0.08198457                34       92.97309342                33      53.867234455
   10x12_10_1.00.txt                10       0.026689022                10       0.046535371                10      62.042217795                10       31.94576392
  25x30_400_1.00.txt                 x                 x               155       9.146922384               155     265.038036493               155     129.102982637
  25x30_100_3.00.txt                 x                 x                85       3.656643925                86     182.062042962                85     104.681466603
   25x30_50_1.00.txt                 x                 x                28       0.079183058                35      87.856940413                28      54.227159319
  42x50_100_3.00.txt                 x                 x                61       0.605990045                66     128.021844977                61      75.321234162
   30x36_50_3.00.txt                 x                 x                44       0.477406983                46     116.960998139                45      71.491181167
   25x30_25_2.00.txt                25       0.058321743                25       0.118293424                25      90.121679992                25      59.572839729
   25x30_10_2.00.txt                 9       0.018304252                 9       0.013939479                 9      60.356881686                 9      35.799112816
  30x36_200_1.00.txt                 x                 x                72       0.849750746                74     136.594026937                72      76.584085828
   10x12_20_2.00.txt                20       0.070565231                20       0.372880275                20      94.562381079                20      42.121232855
   30x36_25_1.00.txt                17       0.032244836                15       0.010636725                16      67.419098998                15      39.850766287
  25x30_100_1.00.txt                 x                 x                55       0.412642746                56     120.909004268                55       70.07959631
   10x12_25_2.00.txt                25        0.15272089                25       0.881439519                25     117.068521344                25      45.555842893
  30x36_100_3.00.txt                 x                 x                77       1.719843898                83     156.834791334                77      94.882097902
   10x12_25_1.00.txt                22       0.051403221                22       0.198137945                22      86.582580744                22      40.518229426
  42x50_200_3.00.txt                 x                 x               123       3.997689615               124     219.399594772               123      106.62349107
  25x30_300_3.00.txt                 x                 x               250      77.188724329               253     435.638941204               250     200.622557145
  30x36_400_2.00.txt                 x                 x               211      12.172215709               212      312.73166689               211     132.013541304
  25x30_300_1.00.txt                 x                 x               116       4.473644976               116     197.076040734               116     111.590974378
