           File name           Optimal   Optimal runtime            Greedy    Greedy runtime                GA        GA runtime                SA        SA runtime
   42x50_25_1.00.txt                14       0.045659638                14       0.011038137                14      62.696900356                14      51.322884122
   25x30_25_3.00.txt                20       0.043795533                20       0.231782316                20     106.762412983                20      92.763359241
  30x36_200_2.00.txt                 x                 x               120       7.632702316               127     261.868845057               122     168.806228599
  42x50_500_3.00.txt                 x                 x               297      114.22520324               317     502.302763476               310     314.551962314
   10x12_50_0.50.txt                 x                 x                44       1.160000826                44     161.982021202                44     122.469237438
  42x50_100_2.00.txt                 x                 x                54       0.800084936                60     158.480141311                55     122.974968426
  30x36_100_2.00.txt                 x                 x                70       2.505001498                79     196.791471796                75     136.749321267
  42x50_500_1.00.txt                 x                 x               164       8.414363286               165     247.735109006               164     158.906056917
   10x12_25_0.50.txt                25       0.047609241                25       0.213412376                25     104.891561908                25       98.67890611
  25x30_400_2.00.txt                 x                 x               291      180.96476836               299     549.069087182               293     339.007956663
  25x30_100_2.00.txt                 x                 x                79       3.222472669                81     210.644419321                79     153.008813571
   25x30_50_2.00.txt                 x                 x                39       0.602641889                43     150.480756608                41     114.555699804
   10x12_20_1.00.txt                19        0.07797211                19       0.360801257                19     111.077043142                19      85.310827964
   30x36_50_2.00.txt                 x                 x                38       0.414753935                41     135.454966431                39      117.12353485
  25x30_200_2.00.txt                 x                 x               146      24.037436898               152     300.789010285               146     245.257993452
  42x50_200_2.00.txt                 x                 x               110       4.783866971               111     232.352582958               110     153.875188912
  42x50_500_2.00.txt                 x                 x               236      42.894134515               243     377.008752999               238     229.296969919
   42x50_25_2.00.txt                20       0.645302732                18       0.046962954                20      88.271310602                19      81.914710656
  30x36_400_1.00.txt                 x                 x               181      12.085342377               181     266.753890685               182     170.222106094
   30x36_50_1.00.txt                 x                 x                28       0.061827201                29      99.312349915                28      94.700688642
   42x50_25_3.00.txt                22       0.095002024                21       0.141309079                22      95.298812007                21      93.038337615
   42x50_50_1.00.txt                 x                 x                22       0.027353927                24      80.597820084                22      76.533867903
   10x12_10_0.50.txt                 8       0.008551406                 8       0.017349951                 8      55.394873913                 8      35.744642532
  30x36_200_3.00.txt                 x                 x               155      41.342412882               158      334.43345111               156     272.850331429
   25x30_25_1.00.txt                17       0.029493332                14       0.038741499                17      78.057000339                16      66.690503291
  42x50_100_1.00.txt                 x                 x                38       0.127875824                40     114.599865663                38     102.553426477
  30x36_100_1.00.txt                 x                 x                56       0.446617452                59     153.671271737                56     118.067690933
   10x12_20_0.50.txt                18       0.034731385                18       0.104694508                18      91.933027414                18      92.757596588
  30x36_400_3.00.txt                 x                 x               316     254.878703472               317     662.196271973               318     334.866122453
   42x50_50_3.00.txt                 x                 x                36       0.316969607                38     136.012509706                36     112.914588684
  42x50_200_1.00.txt                 x                 x                86       0.881333892                86      163.43457571                86     118.637737486
   30x36_25_2.00.txt                19       0.053734463                19       0.117147613                19      87.517086251                19      83.988922718
   10x12_10_2.00.txt                10       0.048875488                10        0.32549322                10     105.669671462                10      57.175526322
   25x30_50_3.00.txt                 x                 x                47       1.678856442                47     176.462169373                47     144.380381037
  25x30_200_1.00.txt                 x                 x               127       4.768591637               128     226.633160542               127     148.358622809
  25x30_300_2.00.txt                 x                 x               221      73.506306525               229     425.067585197               223     282.769852563
  25x30_200_3.00.txt                 x                 x               175      72.680757027               175     428.225774958               175     286.617160871
   30x36_25_3.00.txt                24       0.067539965                22       0.273276671                24      109.97755028                23     105.128398979
   42x50_50_2.00.txt                 x                 x                30       0.197358711                36     117.344103892                32     107.189574315
   10x12_10_1.00.txt                10       0.026014712                10       0.106718217                10      81.362184442                10      52.961910727
  25x30_400_1.00.txt                 x                 x               204      29.118119525               214     326.773590661               204     223.568620701
  25x30_100_3.00.txt                 x                 x                89      10.755528925                90     239.331626591                89     198.343763706
   25x30_50_1.00.txt                 x                 x                29       0.184203066                36     120.951397332                33     102.934810915
  42x50_100_3.00.txt                 x                 x                67       1.543936125                70     183.732017525                67     146.221392387
   30x36_50_3.00.txt                 x                 x                45       1.280949954                46     168.752282229                45     138.180568586
   25x30_25_2.00.txt                25       0.194602015                23       0.290723547                25     111.239128334                23     100.218390575
   25x30_10_2.00.txt                 9       0.013160006                 9       0.037775649                 9      64.767638933                 9       55.38664328
  30x36_200_1.00.txt                 x                 x               105       2.617604718               108     202.736114922               105     134.946288252
   10x12_20_2.00.txt                20       0.124011969                20       0.902061691                20     141.783397121                20     111.264836766
   30x36_25_1.00.txt                15       0.024915742                13       0.021719179                15      69.185255398                13      57.186662741
  25x30_100_1.00.txt                 x                 x                64       1.050593629                71       174.1594131                65     121.904927706
   10x12_25_2.00.txt                25       0.267192416                25       2.100471481                25     172.005978374                25     111.358520511
  30x36_100_3.00.txt                 x                 x                85        4.54136052                89     217.584324056                85     159.214593938
   10x12_25_1.00.txt                22       0.116779394                22       0.497754456                22     127.163810792                22     103.738356899
  42x50_200_3.00.txt                 x                 x               133      11.184451785               137      285.42846955               133     187.148070849
  25x30_300_3.00.txt                 x                 x               248     209.006223528               255     678.792482748               254     325.064042403
  30x36_400_2.00.txt                 x                 x               244      33.423218393               247     407.967114257               244     261.746975908
  25x30_300_1.00.txt                 x                 x               166       14.25933837               167     273.054499676               166     187.617168633
