           File name           Optimal   Optimal runtime            Greedy    Greedy runtime                GA        GA runtime                SA        SA runtime
   42x50_25_1.00.txt                16       0.165215936                16       0.049020956                16      59.359147573                16      42.635038036
   25x30_25_3.00.txt                20       0.080946386                20       0.251969004                20     102.380865596                20      72.538847927
  30x36_200_2.00.txt                 x                 x               146       6.016071052               150     321.493937137               146     198.296371661
  42x50_500_3.00.txt                 x                 x               362     101.935197331               366     717.628481659               362      358.45015378
   10x12_50_0.50.txt                 x                 x                44       1.144483125                44     170.080985298                44      99.618262788
  42x50_100_2.00.txt                 x                 x                70       0.752208892                74     177.649746609                70     130.539775717
  30x36_100_2.00.txt                 x                 x                86       2.128175426                87     225.671098392                86     156.353183306
  42x50_500_1.00.txt                 x                 x               189       7.492368904               192     302.598117727               189     198.524956006
   10x12_25_0.50.txt                25       0.065978796                25       0.222166817                25     106.307889623                25      67.062335312
  25x30_400_2.00.txt                 x                 x               331       134.7916416               332     795.878292256               331     376.892140108
  25x30_100_2.00.txt                 x                 x                86       2.901164705                86     221.642808596                86     164.052393536
   25x30_50_2.00.txt                 x                 x                45       0.580661569                45     148.172394475                45     110.314420658
   10x12_20_1.00.txt                19       0.182272956                19        0.43116078                19     122.421376374                19      53.980661851
   30x36_50_2.00.txt                 x                 x                44       0.407827615                44     149.094323352                44     116.254330991
  25x30_200_2.00.txt                 x                 x               170       19.47894421               173     369.820160762               170     248.057604804
  42x50_200_2.00.txt                 x                 x               134         3.9549203               138     282.616159191               134     174.348351967
  42x50_500_2.00.txt                 x                 x               297      33.509994802               299     502.453736735               297     279.917258608
   42x50_25_2.00.txt                22       0.052363058                22       0.047506548                22      83.729885853                22      68.504920342
  30x36_400_1.00.txt                 x                 x               208       9.738361315               214     357.807542637               208     214.406442958
   30x36_50_1.00.txt                 x                 x                33       0.058467666                33      97.828456596                33      82.754181788
   42x50_25_3.00.txt                22       0.078669249                22       0.119784498                22      99.390567184                22      67.055506602
   42x50_50_1.00.txt                 x                 x                31       0.028726954                31      90.732688038                31      77.185335867
   10x12_10_0.50.txt                 8       0.012081525                 8         0.0131969                 8      54.952857449                 8       29.30846901
  30x36_200_3.00.txt                 x                 x               168      31.105327109               170     460.359901348               168     279.989091871
   25x30_25_1.00.txt                19       0.037847822                19       0.042541561                19      77.817768352                19      61.414964774
  42x50_100_1.00.txt                 x                 x                48       0.128283193                54     124.605709568                48     101.830956041
  30x36_100_1.00.txt                 x                 x                70       0.469637605                74     161.543479655                70     119.412454971
   10x12_20_0.50.txt                18        0.05417526                18       0.110376804                18      89.423999427                18      57.706198831
  30x36_400_3.00.txt                 x                 x               349     208.801261918               352     883.418117438               349     407.995303271
   42x50_50_3.00.txt                 x                 x                41       0.339838922                41     139.539947171                41      99.620341355
  42x50_200_1.00.txt                 x                 x               100       0.867482158               105     198.413075672               101     136.815443477
   30x36_25_2.00.txt                19       0.076193184                19       0.124205633                19      91.323227635                19      52.414009224
   10x12_10_2.00.txt                10       0.046452059                10       0.383732268                10     101.553632315                10      36.572546793
   25x30_50_3.00.txt                 x                 x                47       2.023477793                47     191.100313099                47     101.166897995
  25x30_200_1.00.txt                 x                 x               150       4.435240586               154     267.865047933               150     182.211584733
  25x30_300_2.00.txt                 x                 x               248      53.027383437               248     603.106267179               248       306.7332478
  25x30_200_3.00.txt                 x                 x               179       52.52577376               179     518.467717513               179     268.302839768
   30x36_25_3.00.txt                24       0.103582682                24       0.283807506                24     115.848809254                24      68.720480336
   42x50_50_2.00.txt                 x                 x                43       0.182077872                44     123.101124266                43     109.855136001
   10x12_10_1.00.txt                10       0.027162497                10       0.117958641                10      78.753764838                10      37.669357092
  25x30_400_1.00.txt                 x                 x               258       21.43340868               267     447.864803863               259     259.633085675
  25x30_100_3.00.txt                 x                 x                90       8.508538946                90     290.985916033                90      170.72523227
   25x30_50_1.00.txt                 x                 x                40       0.153588835                43     114.319775616                40      103.46656841
  42x50_100_3.00.txt                 x                 x                77       1.354131627                81     213.043589873                77     148.129578048
   30x36_50_3.00.txt                 x                 x                46       1.098221163                46     174.790528375                46      86.502151929
   25x30_25_2.00.txt                25       0.106282772                25       0.301405753                25     116.230969975                25      81.446649968
   25x30_10_2.00.txt                 9       0.019362712                 9       0.034078881                 9      67.289000192                 9      42.912010482
  30x36_200_1.00.txt                 x                 x               122       2.107435983               127     235.277899315               122     158.534808176
   10x12_20_2.00.txt                20       0.129805142                20       0.867275943                20     145.734689542                20      59.164477031
   30x36_25_1.00.txt                17       0.027562699                17       0.022726383                17      72.545793243                17      55.531039799
  25x30_100_1.00.txt                 x                 x                74       0.996350731                80     176.491864187                74     139.032195216
   10x12_25_2.00.txt                25       0.298900437                25       2.079323334                25     177.826576298                25      74.820593091
  30x36_100_3.00.txt                 x                 x                90       3.917887818                90     251.958541493                90     159.440713975
   10x12_25_1.00.txt                22       0.117765897                22       0.505513576                22     129.222992003                22      60.861615824
  42x50_200_3.00.txt                 x                 x               156       9.038783561               159     345.368807164               156     214.766359319
  25x30_300_3.00.txt                 x                 x               271     183.603314721               271     777.702723384               271     391.319658286
  30x36_400_2.00.txt                 x                 x               280      27.198820823               287     551.930534323               280     271.358111781
  25x30_300_1.00.txt                 x                 x               188       11.09843155               193      362.78032844               188     236.321129838
