           File name           Optimal   Optimal runtime            Greedy    Greedy runtime                GA        GA runtime                SA        SA runtime
   42x50_25_1.00.txt                13       0.077935175                13          0.006495                13      61.871940905                13      42.667697786
   25x30_25_3.00.txt                20       0.155689822                17       0.111404417                20      83.442531976                20      59.323648583
  30x36_200_2.00.txt                 x                 x               106       3.724718999               107     184.625851833               106      103.65848613
  42x50_500_3.00.txt                 x                 x               269      55.361764293               269     379.364424828               273     166.090369752
   10x12_50_0.50.txt                 x                 x                38       0.612814753                43      111.06193403                38      72.580015376
  42x50_100_2.00.txt                 x                 x                50       0.398951286                52     111.667428087                50      71.032282338
  30x36_100_2.00.txt                 x                 x                69       1.200405067                71     138.756628683                69      82.507881768
  42x50_500_1.00.txt                 x                 x               110       3.873102964               110     186.942435339               110      97.032840942
   10x12_25_0.50.txt                25       0.083890127                23         0.1104185                25       88.85132224                23      61.692885469
  25x30_400_2.00.txt                 x                 x               223       83.58415561               244      363.88174282               250     173.703427158
  25x30_100_2.00.txt                 x                 x                68       1.578960415                69     140.302035278                68      92.234442452
   25x30_50_2.00.txt                 x                 x                35       0.310194052                42     101.094831144                36      69.476829475
   10x12_20_1.00.txt                19       0.084330384                19       0.188202791                19      88.535603902                19      57.445066079
   30x36_50_2.00.txt                 x                 x                36       0.215504506                39      97.544875295                36      66.551733644
  25x30_200_2.00.txt                 x                 x               132      11.219630843               134     240.393639105               135     127.726347958
  42x50_200_2.00.txt                 x                 x                93       2.364449908                94     161.886489201                93      92.062859015
  42x50_500_2.00.txt                 x                 x               194      18.758787825               194     271.091187211               194     135.427555387
   42x50_25_2.00.txt                19       0.414184056                14       0.023094514                19      73.236702301                16      45.679316755
  30x36_400_1.00.txt                 x                 x               133       5.129965992               133     209.104800748               133     108.038664175
   30x36_50_1.00.txt                 x                 x                27        0.03380596                28      81.585686775                27      55.008842664
   42x50_25_3.00.txt                21       0.093512976                20       0.060850941                21      77.937575883                20      57.068696808
   42x50_50_1.00.txt                 x                 x                20       0.015490484                22      72.716706172                20      50.527357342
   10x12_10_0.50.txt                 8       0.010301326                 8       0.005770244                 8       54.08247186                 8      30.804004746
  30x36_200_3.00.txt                 x                 x               142      18.584498498               150      251.69520335               143     139.410862582
   25x30_25_1.00.txt                16       0.077395644                14       0.020182474                16      66.042395497                14      46.310345119
  42x50_100_1.00.txt                 x                 x                35        0.06531301                36      88.154774211                35      56.591063416
  30x36_100_1.00.txt                 x                 x                50       0.241664634                52     106.487270531                50      65.387098915
   10x12_20_0.50.txt                18       0.036846553                18       0.053255174                18      75.387243925                18      55.130826324
  30x36_400_3.00.txt                 x                 x               286     120.820512585               289     417.126535805               293      192.35999564
   42x50_50_3.00.txt                 x                 x                33       0.185093162                37      98.911290925                33      61.050594567
  42x50_200_1.00.txt                 x                 x                53       0.428567832                59     111.414944468                53      70.635729782
   30x36_25_2.00.txt                19       0.077239931                19       0.060608015                19      76.841414617                19      59.333433701
   10x12_10_2.00.txt                10       0.048440843                10       0.183501867                10      74.395827347                10       40.00458431
   25x30_50_3.00.txt                 x                 x                44       0.806701055                46     123.928756719                44      85.241876381
  25x30_200_1.00.txt                 x                 x               105       3.827036752               105      173.68779793               105      89.289428985
  25x30_300_2.00.txt                 x                 x               190      33.881396566               206     307.262643489               195      150.10487304
  25x30_200_3.00.txt                 x                 x               165      31.039082753               165     314.007432489               166     140.672543088
   30x36_25_3.00.txt                24       0.374750889                22       0.128359339                24      80.867254964                22      59.941574213
   42x50_50_2.00.txt                 x                 x                30       0.100072218                33      90.146835048                30      59.405765636
   10x12_10_1.00.txt                10       0.026036848                10        0.06166937                10      62.230643666                10      40.025681192
  25x30_400_1.00.txt                 x                 x               169      12.849061486               170       259.7843444               169       130.8130444
  25x30_100_3.00.txt                 x                 x                77       4.892195104                82      177.96804725                81     112.805670898
   25x30_50_1.00.txt                 x                 x                30       0.096956885                33      90.580851833                30      59.878480785
  42x50_100_3.00.txt                 x                 x                55       0.765574073                61     131.047386081                55      80.048048725
   30x36_50_3.00.txt                 x                 x                42       0.664421917                45     118.785380005                42      78.051449697
   25x30_25_2.00.txt                25       0.407864572                20        0.14714124                24      80.116906619                22      59.797462797
   25x30_10_2.00.txt                 9       0.017255869                 9       0.014827607                 9       61.98042455                 9      46.986252696
  30x36_200_1.00.txt                 x                 x                76        1.09598885                82     139.224687618                76       76.56379352
   10x12_20_2.00.txt                20        0.11927486                20       0.425392784                20      95.631689565                20      54.619694617
   30x36_25_1.00.txt                14       0.227492332                12       0.011376969                14      62.226554266                12      44.058586707
  25x30_100_1.00.txt                 x                 x                58       0.535963051                58     124.449644648                58      69.930698694
   10x12_25_2.00.txt                25       0.273268701                25       1.109009398                25       109.9826712                25       84.46112408
  30x36_100_3.00.txt                 x                 x                77       3.780349108                81     148.344652434                77      95.238190362
   10x12_25_1.00.txt                22       0.104210825                22       0.235136636                22       90.44356624                22       67.10288303
  42x50_200_3.00.txt                 x                 x               118       5.441718551               118     213.316774069               118     103.653757409
  25x30_300_3.00.txt                 x                 x               239     102.223667853               244     430.253709692               239     182.568345347
  30x36_400_2.00.txt                 x                 x               212      16.987141812               212     309.852919144               215     133.732771753
  25x30_300_1.00.txt                 x                 x               127       6.127954914               128      198.53145042               127     111.840886909
