           File name           Optimal   Optimal runtime            Greedy    Greedy runtime                GA        GA runtime                SA        SA runtime
   42x50_25_1.00.txt                16       0.177413754                16        0.03680833                16      60.048104318                16      42.480040704
   25x30_25_3.00.txt                20       0.079350386                20       0.191580554                20      90.880368675                20      73.098372783
  30x36_200_2.00.txt                 x                 x               134        4.49205501               136     240.237643833               134     142.467373918
  42x50_500_3.00.txt                 x                 x               319      71.551297962               319     521.741492163               319     247.441440583
   10x12_50_0.50.txt                 x                 x                44       0.801622898                44     141.260027857                44     103.822617769
  42x50_100_2.00.txt                 x                 x                59       0.534077801                65     143.341204047                60      98.865153891
  30x36_100_2.00.txt                 x                 x                79       1.533107597                81     181.835054296                79     118.075323771
  42x50_500_1.00.txt                 x                 x               146       5.101068389               147      250.11198061               146     144.418684091
   10x12_25_0.50.txt                25       0.064646013                25       0.144130649                25      97.194645408                25      70.544963535
  25x30_400_2.00.txt                 x                 x               295     105.647791546               302     553.165901034               296     266.362701234
  25x30_100_2.00.txt                 x                 x                81        2.07395867                83     192.068707028                81     131.056236005
   25x30_50_2.00.txt                 x                 x                43       0.401435216                45     136.690509897                43     103.231209054
   10x12_20_1.00.txt                19       0.093379369                19       0.273275303                19     105.580740785                19      56.764085424
   30x36_50_2.00.txt                 x                 x                41       0.292590011                44     127.804574793                41      92.157370109
  25x30_200_2.00.txt                 x                 x               157      14.639912732               163     301.617687955               157     177.154154052
  42x50_200_2.00.txt                 x                 x               115       2.771726423               118     223.012849208               115     131.156052514
  42x50_500_2.00.txt                 x                 x               247      24.676661777               248     402.481603851               247     202.275753772
   42x50_25_2.00.txt                22       0.080139908                20       0.033615161                22      88.504659151                20      67.659619137
  30x36_400_1.00.txt                 x                 x               171       6.381975112               174     278.354278921               171     150.238587571
   30x36_50_1.00.txt                 x                 x                31       0.041545341                33       93.58084884                31      73.780211583
   42x50_25_3.00.txt                22       0.079916737                22       0.081888163                22      86.854850607                22      68.961223111
   42x50_50_1.00.txt                 x                 x                26       0.020176206                27      90.328473693                26      71.357379702
   10x12_10_0.50.txt                 8       0.011661222                 8       0.008315781                 8      52.970772659                 8      29.984063845
  30x36_200_3.00.txt                 x                 x               158      24.351299377               163     341.989498275               158     199.326275375
   25x30_25_1.00.txt                19       0.038572852                19       0.028682789                19      74.652810085                19      63.454286381
  42x50_100_1.00.txt                 x                 x                41       0.088286567                46     107.556389656                43      79.501445264
  30x36_100_1.00.txt                 x                 x                62       0.347034537                65     138.712854388                62      92.528948384
   10x12_20_0.50.txt                18       0.050371739                18       0.071710458                18      81.104192138                18      58.443041595
  30x36_400_3.00.txt                 x                 x               324      152.15534899               325     622.895162555               327     288.075256612
   42x50_50_3.00.txt                 x                 x                38        0.23358343                41      121.62786005                38      85.750221705
  42x50_200_1.00.txt                 x                 x                74       0.594505375                78     153.215747153                74     103.323092162
   30x36_25_2.00.txt                19       0.059282385                19       0.094025248                19      81.492353757                19      54.501174531
   10x12_10_2.00.txt                10       0.060051689                10       0.241458669                10      85.496406012                10      38.423338466
   25x30_50_3.00.txt                 x                 x                47       1.034232083                47     152.836763677                47     108.006075703
  25x30_200_1.00.txt                 x                 x               128       3.020725782               130     216.121491985               128     136.157667721
  25x30_300_2.00.txt                 x                 x               219      39.058096184               226     430.745858516               219     210.720869624
  25x30_200_3.00.txt                 x                 x               177      40.320311562               178      400.10413509               177     214.238896816
   30x36_25_3.00.txt                24       0.100371704                24       0.164759912                24     102.421116423                24      72.097390418
   42x50_50_2.00.txt                 x                 x                36       0.131341208                39     108.283403746                36      84.708071618
   10x12_10_1.00.txt                10       0.027485591                10        0.07593697                10      71.040970347                10      39.176541463
  25x30_400_1.00.txt                 x                 x               212      15.745797357               212      359.43034902               212     180.402992685
  25x30_100_3.00.txt                 x                 x                89       5.989868975                90     234.731269048                89     156.589231246
   25x30_50_1.00.txt                 x                 x                34       0.117675571                41     111.378246322                34      82.889846073
  42x50_100_3.00.txt                 x                 x                69       1.078075354                73     169.292994593                69     111.677800238
   30x36_50_3.00.txt                 x                 x                46       0.775402795                46     148.040698248                46      89.953926818
   25x30_25_2.00.txt                25       0.121199252                25       0.199512297                25     100.438049533                25      83.249321224
   25x30_10_2.00.txt                 9       0.018812578                 9       0.021267644                 9       61.95380504                 9      45.136552779
  30x36_200_1.00.txt                 x                 x                99       1.497728117               105     195.621248401                99     114.917699609
   10x12_20_2.00.txt                20       0.133123511                20       0.616498572                20     118.141959985                20       60.64139429
   30x36_25_1.00.txt                17       0.034740909                16       0.015650903                17      68.590199932                16      54.510949693
  25x30_100_1.00.txt                 x                 x                66       0.708830561                71     146.301004988                66     104.106912381
   10x12_25_2.00.txt                25       0.289561169                25       1.440881218                25     149.386208003                25      79.587318877
  30x36_100_3.00.txt                 x                 x                86       2.947529028                90     204.910984056                86     141.351612209
   10x12_25_1.00.txt                22       0.124254729                22       0.328299147                22     111.907895315                22      65.789015916
  42x50_200_3.00.txt                 x                 x               136       6.871012843               136     274.310940244               136     155.930681687
  25x30_300_3.00.txt                 x                 x               257     137.277818655               263     588.481844521               257     270.614346468
  30x36_400_2.00.txt                 x                 x               246      21.460127189               251     400.498131255               247     191.107776401
  25x30_300_1.00.txt                 x                 x               162       7.870809214               162     281.669071709               162     162.763268624
