           File name           Optimal   Optimal runtime            Greedy    Greedy runtime                GA        GA runtime                SA        SA runtime
   42x50_25_1.00.txt                15        0.02647623                15        0.01131155                15      64.040352484                15      51.689311231
   25x30_25_3.00.txt                20       0.029618248                20       0.213353567                20     103.702068635                20      86.339256174
  30x36_200_2.00.txt                 x                 x               123       7.531977702               129      277.12732765               126     176.808264676
  42x50_500_3.00.txt                 x                 x               326     120.528069743               328     530.175702578               328     319.581767851
   10x12_50_0.50.txt                 x                 x                44       1.171196359                44     161.851325072                44     125.442051336
  42x50_100_2.00.txt                 x                 x                57       0.773725123                63     170.328742224                57     121.332175119
  30x36_100_2.00.txt                 x                 x                74       2.506346031                81     196.943400288                74     142.855806802
  42x50_500_1.00.txt                 x                 x               174       8.451921558               175     245.705174589               174     163.586893965
   10x12_25_0.50.txt                25       0.063961973                25       0.196421371                25     112.519249787                25      93.599156276
  25x30_400_2.00.txt                 x                 x               301      181.42595197               302     597.086366052               301     334.575220942
  25x30_100_2.00.txt                 x                 x                73        3.22511032                81     207.822442955                75     147.507321552
   25x30_50_2.00.txt                 x                 x                43       0.597280453                44     144.013779776                43     125.392490949
   10x12_20_1.00.txt                19       0.086711912                19       0.385050559                19     118.440185794                19       77.96367765
   30x36_50_2.00.txt                 x                 x                39       0.427313698                42     138.627735553                40     115.675174756
  25x30_200_2.00.txt                 x                 x               161      23.329321228               164     317.480610891               161     253.778625126
  42x50_200_2.00.txt                 x                 x               116       5.777413258               118     235.270830686               116     161.302518935
  42x50_500_2.00.txt                 x                 x               247      42.013239926               251     393.904801329               252      246.41893873
   42x50_25_2.00.txt                21        0.10183597                19       0.043311711                21      86.588560204                19      73.508493786
  30x36_400_1.00.txt                 x                 x               187      11.724756326               187     268.785513779               187     183.628454405
   30x36_50_1.00.txt                 x                 x                29        0.06073094                30      99.524070343                29        96.8168448
   42x50_25_3.00.txt                22       0.044275574                22       0.125293317                22      94.182512165                22      92.667907529
   42x50_50_1.00.txt                 x                 x                24       0.027599971                25      84.315859709                24      76.400990012
   10x12_10_0.50.txt                 8       0.008881404                 8       0.010892004                 8      52.498302445                 8      33.215593887
  30x36_200_3.00.txt                 x                 x               153      36.097439172               160     348.036961725               159     266.485953871
   25x30_25_1.00.txt                18       0.023084373                16       0.038071519                18      75.444254699                16      67.240982323
  42x50_100_1.00.txt                 x                 x                38        0.12697909                43     115.437492072                39      97.571402128
  30x36_100_1.00.txt                 x                 x                63       0.472520946                63     150.313452534                63     107.741459206
   10x12_20_0.50.txt                18       0.027794811                18       0.095939277                18      81.718214823                18      74.986536131
  30x36_400_3.00.txt                 x                 x               311     251.031685366               319     676.180734229               318     357.364285027
   42x50_50_3.00.txt                 x                 x                35       0.327852277                40     130.098797913                35     106.281279843
  42x50_200_1.00.txt                 x                 x                85       0.865262162                90     163.032606266                85     119.387974494
   30x36_25_2.00.txt                19       0.048876182                19       0.151849504                19      92.856980211                19      79.364199422
   10x12_10_2.00.txt                10       0.049855813                10       0.349867716                10      96.502152517                10       47.54118842
   25x30_50_3.00.txt                 x                 x                47       1.522333687                47     181.084280886                47     143.534093355
  25x30_200_1.00.txt                 x                 x               134       4.344952122               137     221.492191284               134     147.244935219
  25x30_300_2.00.txt                 x                 x               231      67.474349412               235     459.100872273               231     273.658201926
  25x30_200_3.00.txt                 x                 x               175      63.551349373               175     462.652023243               175     288.488584094
   30x36_25_3.00.txt                24       0.060241451                24       0.233254731                24     112.913171732                24     100.351752352
   42x50_50_2.00.txt                 x                 x                33       0.184455252                38     119.181484978                33      98.682842356
   10x12_10_1.00.txt                10       0.025446479                10       0.121085198                10      75.433896854                10      47.347064773
  25x30_400_1.00.txt                 x                 x               223      26.696290228               228     355.478998522               223      219.55060738
  25x30_100_3.00.txt                 x                 x                86        8.92406999                90      248.75962435                88     193.551660995
   25x30_50_1.00.txt                 x                 x                31       0.176532228                37     109.186256011                34      97.034775328
  42x50_100_3.00.txt                 x                 x                70       1.506937022                72     188.156291666                70     139.938950977
   30x36_50_3.00.txt                 x                 x                46       1.226172387                46      168.56849187                46     136.323731796
   25x30_25_2.00.txt                25       0.109093225                24       0.297881547                25     104.871750505                24     101.261611063
   25x30_10_2.00.txt                 9       0.014311569                 9       0.030280854                 9      69.587579694                 9      55.897723159
  30x36_200_1.00.txt                 x                 x               111       2.202892011               113     194.863044227               111     136.465022483
   10x12_20_2.00.txt                20       0.111065413                20       0.799681468                20     134.298819668                20       86.51798192
   30x36_25_1.00.txt                16       0.015099654                14       0.021642868                16      69.027014588                14      58.155576367
  25x30_100_1.00.txt                 x                 x                68       1.072833297                73     166.230403164                68     123.018740181
   10x12_25_2.00.txt                25       0.228621494                25       1.997745031                25     168.742254412                25     100.941914222
  30x36_100_3.00.txt                 x                 x                82        4.49988097                88     221.212531519                85       166.5341978
   10x12_25_1.00.txt                22       0.111581624                22       0.474277401                22     123.309969178                22       92.24191857
  42x50_200_3.00.txt                 x                 x               133      10.600457052               137      256.54417704               133     187.452004721
  25x30_300_3.00.txt                 x                 x               244     207.313253916               263     635.772541918               257     345.109511269
  30x36_400_2.00.txt                 x                 x               255      34.096144609               255     444.307154113               256     259.575286625
  25x30_300_1.00.txt                 x                 x               172      14.535692517               179     279.307669366               172     193.392460548
