       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
      m7k1                 x                 x                30       0.597314946                28               215      66.194713067                30                 0      69.683215905                18               111       49.86391854                30                 0       49.53919502
      m7k2                 x                 x                55       1.016236967                49             17611      75.910889591                55                 0      84.178882623                29                50      62.047230385                55                 0      61.822669021
      m7k3                 x                 x                75       1.124056729                68             19054      87.377939032                75                 0      92.341059578                45               256      73.537597365                75                 0      76.449319868
      m7k4                 x                 x                89       1.213102355                78              1933      95.921198816                89                 0     114.661530434                59               324       84.80300657                89                 0      86.965786375
      m7k5                 x                 x               103       1.511544668                87             13836     123.070641044               103                 0     143.973498551                68               470     100.624327401               103                 0     100.983395588
      m7k6                 x                 x               117       1.849366558                98             39244      125.08117726               117                 0     149.935445094                73               162     111.580793689               117                 0     114.748650816
      m7k7                 x                 x               131       2.190799114               107              4166     141.531520468               131                 0      158.26013513                79               169     123.069081669               131                 0     121.844781963
      m7k8                 x                 x               136       2.341423502               119             36794     152.377418112               136                 0     161.557328378                91               116     135.416071024               136                 0     133.231597303
      m7k9                 x                 x               146       2.700808184               129             31702     156.127681957               146                 0     167.953151398                98               569     143.267352986               146                 0     146.172138192
     m7k10                 x                 x               152       3.049119998               130               303     165.045403411               153               249     177.244432722               105               160     155.631130977               152                 0     157.534412008
     m7k11                 x                 x               158       3.190908821               131              5057      176.98077858               159                87     184.844559656               106              1120     172.477286748               158                 0     173.545517103
     m7k12                 x                 x               164       3.620920671               142              1232     197.041821804               165               208     205.800685068               117              1844     183.181812657               164                 0      185.10547901
     m7k13                 x                 x               168        3.91265085               145             11670     195.635055562               168                 0     206.332655262               116              1036     201.555119683               168                 0     200.050727431
     m7k14                 x                 x               173       4.468031884               153             19018     204.786271092               173                 0     209.775762359               122              1239     215.496339995               173                 0     215.576473465
