       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
     m11k1                 x                 x                59       0.953901518                58              2431      117.45955709                61                10     128.158959396                43               245      73.085680645                61                 9      75.266801819
     m11k2                 x                 x                94       1.160633337                88              3611     137.519576607                97              5737     170.502578526                71               492      98.019551627                94                 0      99.517281714
     m11k3                 x                 x               102       1.382001254               101             10356     170.405606516               116               396      181.65548793                96               856     129.484662849               102                 0     128.080432976
     m11k4                 x                 x               116       1.805068194               119             34670     203.632338668               128             15035     203.321297997                92               262      157.92192512               116                 0     160.279519061
     m11k5                 x                 x               116       2.221095768               125             10401     199.608898615               131             21023     228.754947962               107               936     186.337158879               117                 4     189.286949067
     m11k6                 x                 x               137       2.673327346               128              5029     252.472553596               140             15783     265.568827958               123               761     206.959069563               137                 0     205.761186998
     m11k7                 x                 x               136       2.974970024               138             13953     272.135319628               141              9662     292.176459732               119               848     242.571163892               136                 0     245.790982258
     m11k8                 x                 x               139       4.943190925               140              3663     302.478449777               143             15469     312.542667203               123               655     272.644534306               139                 0     271.646754205
     m11k9                 x                 x               139       3.834201797               136              6720     312.745406635               144               975     351.419207643               125              1712     295.833787978               139                 0     295.753131859
    m11k10                 x                 x               141       4.086507297               138             25807     342.348462538               145             22655     370.038241549               133               645     321.409649328               141                 0     322.730775273
    m11k11                 x                 x               139       4.366500734               140              4908     368.919152112               144               573     397.159825666               133              1135     352.248046106               140                 6     351.004498089
    m11k12                 x                 x               141       5.054465556               141               573     387.376676301               145              1090     407.343018723               132              1491     393.685361266               141                 0     386.328014216
    m11k13                 x                 x               143       5.464149892               143             10875     429.585085373               147                35     441.710031879               135              1319     420.379243078               143                 0     419.286599695
    m11k14                 x                 x               142       5.721331304               142             16949     469.570601216               147                11     463.672128008               140               904       453.7779803               144                45     453.526537496
    m11k15                 x                 x               142       6.838696703               140             34543     494.241696896               147                20     489.337661702               136               495     479.314097539               142                 0     480.700623574
    m11k16                 x                 x               141       6.417888176               144                50     507.162314276               147                28     508.890245905               137              1074     545.673390276               141                 0     541.686297139
    m11k17                 x                 x               143       7.153355176               140                72     515.003429974               147                28      536.19894701               137               639     589.406259437               143                 0     592.603115252
    m11k18                 x                 x               137       6.982724185               144                78      585.66515424               146              1482     564.880894819               143               516     626.771140724               140              1899     626.468865738
    m11k19                 x                 x               137       7.563552698               141               258     593.339732224               147               285     594.042039676               146              1895     671.737706071               144               528     672.832584452
    m11k20                 x                 x               137       7.796440121               144              1711     604.512570956               146               213     621.996220643               143              2487     711.675408742               139               770     722.750837547
     m12k1                 x                 x                62       0.750243568                58               350       116.2730392                65                94     124.188002762                40                10      79.197722245                62                 0       81.42957369
     m12k2                 x                 x               101       1.111440034                92              1457     154.801625769               103               280     179.946879152                76               335     102.721017259               101                 0     104.841581912
     m12k3                 x                 x               106       1.508867702               107             45050     185.825395136               120             20738     193.430031495                88               204      134.80873601               107                73     140.589463727
     m12k4                 x                 x               117       2.135523282               128              8466     203.749906461               133              1157     207.935838992               113               407     170.142819281               118                 0     171.086300888
     m12k5                 x                 x               123       2.145818568               131             16179     223.198424629               137              2435     238.542706841               115               343     198.317237836               124               269     199.395651793
     m12k6                 x                 x               138       2.809950284               136             25976     264.730040528               144             27338     267.450510143               117               487     226.351116755               138                 0     224.449287778
     m12k7                 x                 x               138       3.266373668               138              1034     279.185833316               144                43     313.049784023               129               424     255.649940357               138                 0     261.799092268
     m12k8                 x                 x               143       3.497428515               139               246     309.387386725               146             36279      337.56049845               125               450     289.426083802               143                 0     290.004544371
     m12k9                 x                 x               140        3.75147873               145             17900      336.57426705               147                87     367.015617712               132               418     315.713904438               140                 0     317.169463868
    m12k10                 x                 x               142       4.306493702               143             11944     357.571638816               148              7260     383.951221399               131               711     343.240932974               142                 0     336.502123237
    m12k11                 x                 x               142       4.661978855               144             32587     393.247937666               147                31     398.013656331               137              2050     384.648206446               142                 0     379.136098915
    m12k12                 x                 x               142       5.246452475               144              1920     431.744870609               148                19     422.235968398               136               540     423.774768796               142                 0     430.533634136
    m12k13                 x                 x               144       5.551703253               144              1095     448.310016328               150               221      463.00139459               139              2075     436.266362469               144                 0      443.22669905
