       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
     m19k1                 x                 x               132       4.510551571               109              1605     234.321848551               132                 0     268.731813062                73                27     165.844004027               132                 0     165.266330134
     m19k2                 x                 x               203       7.049721794               159             47153     294.262641299               203                 0     360.974267121               126               248     199.745019109               203                 0     201.854517465
     m19k3                 x                 x               213       7.874572455               191              4904     378.555742248               217              3255     421.083069718               154               273     240.129884495               213                 0      240.96866706
     m19k4                 x                 x               227      10.422195119               207              3033     443.960136673               233                61     476.881739371               175               315     296.061349399               227                 0     316.711716532
     m19k5                 x                 x               233     293.314716095               216              9116    3673.653979515               236               651     477.810395987               193               979     314.863275822               233                 0     310.010240149
     m19k6                 x                 x               238      13.288164393               218             37896     506.874081468               238                 0      555.50693996               202               545     346.845185222               238                 0     363.429276161
     m19k7                 x                 x               237      14.067178662               230             17205     567.617860283               237                 0     631.433665182               214               707     424.112344182               237                 0     400.090000469
     m19k8                 x                 x               241      14.173460459               229              3708     601.980376673               242                18     651.700314791               212               203     485.220824302               241                 0     469.582207827
     m19k9                 x                 x               241      18.725877838               230               775     718.969150194               241                 0     715.426738896               218               779     519.995577604               241                 0     520.904163494
    m19k10                 x                 x               242      19.210513538               237                60     724.853568965               243               152     759.387732613               226              1048     592.449931218               242                 0     611.566916525
    m19k11                 x                 x               241       23.24935795               234              1135     824.047460808               241                 0     796.251082833               226               609      680.69999113               241                 0      680.39962118
    m19k12                 x                 x               242      23.839724191               231               814     862.350175867               242                 0     860.649106983               221              1586     714.158731449               242                 0      726.25738761
    m19k13                 x                 x               242      24.867752203               236               520     836.918742745               242                 0     917.141553006               228              2393      762.98241676               242                 0     747.465890054
    m19k14                 x                 x               242      24.102309622               238                57     928.904331396               242                 0     910.070441569               231               959     852.141758198               242                 0     842.409394361
    m19k15                 x                 x               242       26.74897438               236                58     956.433570155               242                 0      980.76004904               231              3949     905.940996046               242                 0     904.010695662
    m19k16                 x                 x               242      32.148830034               236             14958    1072.555446472               242                 0    1073.367364213               230               276     945.075363072               242                 0       920.8326825
