       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
     m18k1                 x                 x               127       4.221773327               107               146     208.046236821               127                 0     232.178341449                72                23     153.302905958               127                 0     150.988020587
     m18k2                 x                 x               199       6.280962558               159               128     289.903347418               199                 0     330.297894448               132                64     182.473597579               199                 0     181.997073078
     m18k3                 x                 x               209       7.285451367               184               802     330.212394599               214             18565     401.153806046               158               146     229.434351653               209                 0     228.497534665
     m18k4                 x                 x               223      10.620709637               205               177     404.120188271               230             23669     428.144704301               169               308     261.882613476               223                 0     264.379433379
     m18k5                 x                 x               230      10.800258222               212             38729     470.496731798               232              4290      479.65000789               189               267     309.758894767               230                 0     309.236911436
     m18k6                 x                 x               236      13.691101934               220              2718     512.198637913               236                 0     551.380936794               193               766     368.187821322               237                 3     359.171847528
     m18k7                 x                 x               235      15.457512216               221             12406     579.257858773               235                 0     588.102005024               204               557     407.270355662               235                 0      411.21242328
     m18k8                 x                 x               239      15.025550389               229                95     613.085868182               240                22     674.922757377               203               272     455.665611401               239                 0     466.067688523
     m18k9                 x                 x               239      19.965617513               230               138     680.035921516               239                 0     689.299215051               222              1019     517.824878937               239                 0      496.94594848
    m18k10                 x                 x               240       19.23760051               231              2141     759.376823935               240                 0     771.888415079               214              1350     574.956664264               240                 0     589.428055902
    m18k11                 x                 x               239      23.302436092               235               320     751.862155379               239                 0     782.429460908               222              1323     635.022300305               239                 0     635.546300084
    m18k12                 x                 x               240      25.733556071               229              2925     859.663596686               241                 7     860.615027303               218               769     708.951369843               240                 0     722.083826227
    m18k13                 x                 x               240      26.441925522               233              7643     876.023671341               240                 0     895.987787033               224              1141     810.616100623               240                 0     826.892751007
    m18k14                 x                 x               240      27.025868759               230               702     953.157792764               240                 0      949.83568511               223              2184     863.873424997               240                 0     839.084377544
    m18k15                 x                 x               240       27.64564331               234               296    1025.907495783               240                 0    1050.200632816               231              1297     903.554484703               240                 0     917.323785784
    m18k16                 x                 x               240      33.123806721               236               159     1094.56686453               240                 0    1053.677981145               230              1347     956.755632784               240                 0      989.26724151
    m18k17                 x                 x               239      32.031251488               234             34643    1137.721343606               239                 0    1110.665169115               231              1172    1037.429084171               239                 0    1028.525429286
    m18k18                 x                 x               240      33.417437985               235               413    1158.406799752               241                 9    1111.217347278               227              3009    1035.927350894               240                 0    1048.598902265
    m18k19                 x                 x               240       36.31531069               236              2011    1134.801853394               241                 8    1106.033880106               231              4430    1061.893779717               240                 0    1071.933211156
