       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
     m16k1                 x                 x                40       0.223704856                40               169      78.480797508                40                 0      76.460319284                25                33      61.561443691                40                 0      61.699445854
     m16k2                 x                 x                55       0.296551328                59              1204      99.349445942                62              2037     100.437760315                40               125      85.416365669                55                 0      86.695232124
     m16k3                 x                 x                61       0.235945946                71             37487     118.732464745                70             42284     120.443021265                50               117      112.33672388                61                 0     113.890557569
     m16k4                 x                 x                66       0.283876344                73             44531     129.044248441                73             18532     132.028784336                55               730     140.803955156                66                 0     141.089952274
     m16k5                 x                 x                70       0.240869826                73              6111     139.741915157                73             10340     146.046359439                60               745     174.120020134                70                 0     173.269933423
     m16k6                 x                 x                70       0.287777676                73               394     159.820923784                73                42     157.498396059                63               695     197.534688533                70                 0     193.225961634
     m16k7                 x                 x                70         0.3183425                73              2711     167.041691973                73               933     169.144100164                66               215     218.816440621                70                 0     218.149004298
     m16k8                 x                 x                71       0.379821386                73                69     180.576184119                73                 6      178.02608665                68               219     244.699633239                71                 0     240.861068417
     m16k9                 x                 x                70       0.389652459                73               188     192.339681018                73                11      188.64168896                68              1325     261.870197946                70                 0     264.333332399
    m16k10                 x                 x                70       0.399000892                73               342     203.568942943                73                 8     201.957322081                69               841      287.22119966                70                 0     281.503594853
    m16k11                 x                 x                70       0.435505422                73                64     216.532871864                73                 9     211.158845119                69               224     313.477024165                70                 0      310.03701526
    m16k12                 x                 x                70       0.478643262                73                23     228.666303306                73                 8     225.235285659                70             51347     337.986100898                70                 0     324.911365112
    m16k13                 x                 x                69       0.505740097                73                18     235.822906686                73                10     239.809933276                71            703501      361.25338198                70                 4     358.685798284
    m16k14                 x                 x                69       0.533138434                73               265     257.913382554                73                10     242.928826018                72            661184     388.919153683                70               162     376.119787886
    m16k15                 x                 x                69       0.512004055                73              1548     267.549331221                73                 8     259.364857569                72               432     413.027742205                70               318     394.568940019
    m16k16                 x                 x                69       0.594845402                73                26     281.404517351                73                10     273.036345823                72            691293     434.905558407                69                 0     398.875442991
    m16k17                 x                 x                69       0.614082517                73                18     280.826863569                73                11     276.342322741                72            207719     441.710786332                70             55493     411.707009637
    m16k18                 x                 x                69       0.662605651                73                15     303.663623219                73                12     278.478635307                72            152066      458.66940356                70               106     424.007425895
    m16k19                 x                 x                69        0.66246472                73                17     312.618235538                73                 7     289.115879999                72             30052     477.951456827                70             40998      430.91486945
    m16k20                 x                 x                69       0.732071462                73                22     322.043732628                73                11     295.728386233                73             36778     496.185254964                71               928      444.32982106
     m17k1                 x                 x                42       0.098880871                42               738      77.648904616                42                 0      79.946625617                25               152      64.422383618                42                 0      63.840196804
     m17k2                 x                 x                56       0.134250122                63             17584     101.596482493                63              8569     103.847066869                43               151      91.339941313                56                 0      89.728706427
     m17k3                 x                 x                62       0.342253903                72             40644     121.877806213                72             31229     123.100717823                52                79     117.348063765                62                 0     117.450438581
     m17k4                 x                 x                68       0.215725514                74             11686     136.055570511                74             17045     136.854337924                63               187     147.743781831                68                 0     146.146544536
     m17k5                 x                 x                71        0.26283291                74             25904     147.647878863                74               341     148.597494896                59               250     176.518295265                71                 0     177.669186353
     m17k6                 x                 x                71       0.304159459                74             21722     157.989719751                74               546     155.388710639                66               176      207.66291834                71                 0     204.772109462
     m17k7                 x                 x                71       0.326928035                74              6845     164.117118523                74                99     167.563493823                64               766     235.794275243                71                 0     226.543332434
