       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
      m6k1                 x                 x                26       0.347045705                26               451       50.09387969                26                 0      52.927378701                20                98      36.658735859                26                 0      36.694752179
      m6k2                 x                 x                37       0.266851903                38             14982      58.431062034                41             35336       67.41394416                30               239      48.032814142                37                 0      50.084263988
      m6k3                 x                 x                42       0.385351898                45              4146       76.16327627                49             21099      80.150149312                35               276      60.856115452                42                 0      60.703870408
      m6k4                 x                 x                51       0.401625884                53             13632      84.118120486                54               808      87.209167659                39               750       73.31689477                51                 0      71.097820807
      m6k5                 x                 x                46       0.478476027                57               821     101.794495404                57              6961      94.740227888                45               484      81.347353191                48               138      81.052039209
      m6k6                 x                 x                49       0.505135557                59             12088      104.81003439                58             36550     103.767409206                46               248      95.070018034                50                 4      94.600363416
      m6k7                 x                 x                49       0.594088973                58              1328      97.560712707                59              4285     109.698001672                51              1250     103.686276755                54               270     106.307497945
      m6k8                 x                 x                49       0.645597101                59              2521     119.440557026                59             12109      123.86551442                50               570     123.084944128                52              1312     120.366062894
      m6k9                 x                 x                45       0.774785998                60              3232       121.2554335                58                98     128.777968203                57               593     133.215680045                54               332     131.872741847
     m6k10                 x                 x                50        0.84031125                60               770     128.597153872                60              8552     133.414412882                57              1066     144.231074741                55               432      146.01441499
     m6k11                 x                 x                55       0.922296523                60              4498     137.519098054                60               268     135.124463883                54               548     153.356485401                58                50     155.331770277
     m6k12                 x                 x                45       0.931549582                59               245     140.007346212                60                34     145.821983318                57               672     170.299417228                57               443     168.563960194
     m6k13                 x                 x                45       1.006004856                60              2283     153.407574502                60              1288     158.198592338                58               352     182.812081363                55               465     184.205536279
     m6k14                 x                 x                48       1.082026185                60              2415     159.887928372                59                80     171.002277425                58               541     198.356221772                59               654     198.885193875
     m6k15                 x                 x                48       1.165334314                60              3025     168.761018783                60                28     166.645156909                56               893     204.048441074                57               413      210.69933394
     m6k16                 x                 x                48       1.289864366                60                29     179.480398204                60              2285     184.847728247                57              1331     221.475853108                55               756     226.043943084
     m6k17                 x                 x                48       1.331295352                60                52      183.96661902                60                69     185.252515354                58               814     235.492275312                58               630     238.218892586
     m6k18                 x                 x                48       1.419768534                60                28      184.91433762                60                58     196.562065381                56              1695     248.237749475                59               975     247.586134452
     m6k19                 x                 x                48       1.442724092                60               861     198.807874619                60                46     204.422926411                60               537     265.786339845                58               117     270.313606271
     m6k20                 x                 x                48       1.615430982                60                24     209.027898549                60                62     212.608482101                59               332     272.537762693                58               445     273.008803625
      m7k1                 x                 x                29       0.172780022                29              1903       55.65935707                29                 0       55.47394322                20               163      40.419463756                29                 0      40.830308684
