       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
     m14k1                 x                 x                21       0.075368653                21                23      48.499290003                21                 0      47.620370636                14              3999      39.378154325                21                 0       40.99762012
     m14k2                 x                 x                29       0.057077404                32              5798      59.694119864                33               265      62.601185829                22               277      58.607225287                29                 0      60.196179454
     m14k3                 x                 x                33       0.046180047                35               304      65.901854105                35               906      65.768998143                25               125      79.467908088                33                 0      75.392513666
     m14k4                 x                 x                34       0.040139826                35              2201      71.916761498                35                35      69.214403607                29               115      95.341944943                34                 0      89.535962335
     m14k5                 x                 x                35       0.044418289                35                11      75.427946919                35                 0      75.350192072                31               643     110.636174231                35                 0     104.903937782
     m14k6                 x                 x                35       0.049301018                35               240      78.069495286                35                 0       76.28312664                31            278714     125.788947673                35                 0     110.126851027
     m14k7                 x                 x                35       0.052136964                35                18      80.476140872                35                 0      75.474534711                33               734     139.132655445                35                 0     111.518326459
     m14k8                 x                 x                35       0.058062473                35                15       84.13771341                35                 0      78.202465888                33               129     149.209710844                35                 0     118.170875548
     m14k9                 x                 x                35       0.060765086                35                49      88.269081262                35                 0       85.10134763                34             45371     156.157672607                35                 0     130.330458535
    m14k10                 x                 x                35       0.065789199                35                11      90.145013806                35                 0      85.227661296                34            213578     167.171909526                35                 0     142.615592698
    m14k11                 x                 x                35       0.071198224                35                 7      94.817765116                35                 0        89.6703931                34             14895     172.980531127                35                 0     142.344895844
    m14k12                 x                 x                35       0.076797948                35                14      98.300346718                35                 0      89.650438857                34              7443     181.806083942                35                 0     143.607706542
    m14k13                 x                 x                35       0.084480962                35                 8     100.698422785                35                 0      92.279876245                35               189     188.168763132                35                 0     147.637071601
    m14k14                 x                 x                35       0.086655322                35                 9     102.252414832                35                 0      94.467687607                34              2312     193.010392413                35                 0      152.60059213
    m14k15                 x                 x                35        0.09223297                35                13      107.38013421                35                 0      97.033813356                35             18760     197.077711184                35                 0     155.913863044
    m14k16                 x                 x                35       0.095358829                35                11     108.283722154                35                 0      97.946001546                35             16805     201.399156157                35                 0     157.672550007
    m14k17                 x                 x                35       0.102517229                35                 8     109.601785636                35                 0      98.446310251                35              7068     208.088164276                35                 0     160.737640308
    m14k18                 x                 x                35       0.108072974                35                11     112.364915987                35                 0     100.362038435                35             27591      209.93863975                35                 0      161.75205504
    m14k19                 x                 x                35       0.112249455                35                 7     111.310260015                35                 0     100.975133796                35              7251     211.305964777                35                 0     163.355359968
    m14k20                 x                 x                35       0.119401095                35                10     115.557830741                35                 0     101.847613671                35             25524     214.588226107                35                 0     167.332640306
     m15k1                 x                 x                22       0.021003184                22                62      51.655685374                22                 0      53.251325504                15                98       46.52331489                22                 0      43.048610949
     m15k2                 x                 x                30       0.027049946                35             22314      63.919600202                35             47116        63.5061206                20               170        61.0022812                30                 0      61.259183737
     m15k3                 x                 x                33       0.032939003                35              4370      68.205292739                35               574      67.274127424                28               333      80.613017498                33                 0       73.97840048
     m15k4                 x                 x                34       0.037626645                35                18      70.627516676                35                89      71.024039065                29               226      99.566671503                34                 0      89.307158173
     m15k5                 x                 x                35       0.046026589                35               207      77.159187369                35                 0      74.084591809                32             73095      116.19013044                35                 0     103.563206237
     m15k6                 x                 x                35       0.049967573                35                10      78.362431976                35                 0      77.837246734                32            714354     133.381494695                35                 0     110.209029206
     m15k7                 x                 x                35       0.054324961                35                17      83.644184737                35                 0      82.443157517                33               324     144.391647417                35                 0     111.012368467
     m15k8                 x                 x                35       0.061598652                35                 7      87.224128518                35                 0      82.790149436                34               324     155.844828882                35                 0     116.433971832
     m15k9                 x                 x                35       0.066540787                35                97      89.722674371                35                 0      86.255302714                34             32112     161.731074185                35                 0     129.920102304
    m15k10                 x                 x                35       0.079564243                35                 9      94.575056371                35                 0      90.199812909                34             27217     172.628177596                35                 0     141.333175729
    m15k11                 x                 x                35       0.073677104                35                 6     100.615217303                35                 0      91.634933976                34               136     181.326591987                35                 0     141.646856286
    m15k12                 x                 x                35       0.081524923                35                 9     102.665753626                35                 0      92.590084603                35              2826     187.149255441                35                 0     143.545199808
    m15k13                 x                 x                35       0.088560557                35                 7     104.203842285                35                 0      94.825514983                35              3694     193.543246656                35                 0     147.031941561
