       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
     m19k1                 x                 x                75       1.015166597                69              8392     131.303716754                75                 0     131.914324211                36                 5     102.622114005                75                 0     105.965821854
     m19k2                 x                 x               116       1.398790795               105             47984     185.835916544               118             21328     185.377033242                66               119     142.108553917               116                 0     140.076375375
     m19k3                 x                 x               142       1.837430504               131             44568     210.186534138               149              2099     199.541680258                89                62     161.607508408               142                 0     168.359506436
     m19k4                 x                 x               162       2.313885967               157             34574     245.455995815               167              5136     258.156804363               107               119     194.369367141               162                 0     196.284259835
     m19k5                 x                 x               168       3.039708092               161              3418     284.671975262               177              1615     288.055933707               126               309     225.789621281               168                 0     227.444720955
     m19k6                 x                 x               176       3.215956492               171              6729     308.119701813               180               718     315.392361492               125                75     278.452688403               176                 0     267.336493862
     m19k7                 x                 x               181       3.527039085               181               362     365.818290122               187              2646     368.863272456               140               877     293.100319347               181                 0     298.667846688
     m19k8                 x                 x               182       4.189516151               178              2099     382.275482696               187             43113     380.996634584               147               784      335.13494095               182                 0     332.383602782
     m19k9                 x                 x               183       4.239562996               182              2022     430.106076073               186               166     429.299032341               149               555     386.769458288               183                 0     374.258327753
    m19k10                 x                 x               184       4.838838596               182               174     484.880937456               188              4495     478.370268297               155              1134     413.618062981               184                 0     399.116675239
    m19k11                 x                 x               186       5.286183029               184              1188     518.157046742               187             13927     514.976826928               161               870     457.776777973               186                 0     466.554215651
    m19k12                 x                 x               187       5.924844449               186              4357      545.55093759               188              9292     574.585139649               162               499     500.199200307               187                 0     501.515475115
    m19k13                 x                 x               188       6.210504377               188             17596     614.053988181               189                20     629.591806366               167              2293     556.145556308               188                 0     552.215862772
    m19k14                 x                 x               189       6.597135105               187              5585     626.072456668               189                 0     639.360031242               163               764      614.25443848               189                 0     587.940256428
    m19k15                 x                 x               191       7.797945087               188               137     680.037818324               191                 0     693.544687946               172              2851     641.102433701               191                 0     628.531451855
    m19k16                 x                 x               191       8.664154958               188              6636     699.712360503               191                 0      705.19589801               174              1067      719.26265003               191                 0     675.658258388
    m19k17                 x                 x               190       8.227728178               187               980     722.496123308               190                 0     762.451915992               172              2122     721.834417157               190                 0     705.908339888
    m19k18                 x                 x               190       8.832191034               188              1381     794.837592781               190                 0     802.386341291               176              1443     741.297796969               190                 0       743.6568738
    m19k19                 x                 x               190       9.153316404               187                68     815.623871853               190                 0     845.396334374               174              1949     782.011588558               190                 0     764.510124128
