       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
      m1k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 4                 0       7.934221036
      m1k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 6                 0       8.324207723
      m1k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       8.667235908
      m1k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.209469754
      m1k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.841894893
      m1k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.692199553
      m1k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.485952649
      m1k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.838708067
      m1k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       10.43995608
     m1k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.742703035
     m1k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      11.776164479
     m1k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      11.777140634
     m1k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      12.109049257
     m1k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      12.399773518
     m1k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      12.575332147
     m1k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      13.500342188
     m1k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      13.137556351
