       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
      m1k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 2                 0       9.669029293
      m1k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       9.539106831
      m1k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       9.377510737
      m1k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 4                 0      10.049036928
      m1k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       10.00479025
      m1k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.262716222
      m1k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.394559482
      m1k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.293566484
      m1k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       10.43733052
     m1k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.454883624
     m1k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       10.57226008
     m1k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.889844031
     m1k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.659141054
     m1k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       10.28249754
     m1k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.713531718
     m1k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      11.714275795
     m1k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.534770288
     m1k18                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.303639215
     m1k19                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.331413026
     m1k20                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.703489577
      m2k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0         9.7344444
      m2k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.351579463
      m2k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 6                 0      10.921993707
      m2k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 8                 0      11.380987167
      m2k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.902981123
      m2k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.650656689
      m2k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.778681938
      m2k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      13.146184759
      m2k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.715476948
     m2k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.572190488
     m2k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      13.763740156
     m2k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      13.302194139
     m2k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.948898428
     m2k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0       12.80574967
     m2k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.665462965
     m2k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      13.119592182
     m2k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.896142774
     m2k18                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.936399161
     m2k19                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.608806151
     m2k20                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.627204001
      m3k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 4                 0       9.952969333
      m3k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      11.279790994
      m3k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.988646561
      m3k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      12.670654366
      m3k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      13.767164777
      m3k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      14.338147871
      m3k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      14.915023227
      m3k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      14.676081344
      m3k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      14.668723342
     m3k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      15.590991904
     m3k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      14.885745515
     m3k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      15.462532215
     m3k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      15.055393667
     m3k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      15.562159996
     m3k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      14.673647241
     m3k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0        14.7786908
     m3k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      14.607895038
