       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
      m1k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 2                 0       7.710299501
      m1k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 2                 0       7.347646014
      m1k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       7.797078347
      m1k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       7.953066154
      m1k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       7.919841965
      m1k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.389525748
      m1k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.515970239
      m1k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.186261687
      m1k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.103148036
     m1k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.105521995
     m1k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0        8.14502976
     m1k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.264884153
     m1k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.940265914
     m1k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0         9.2046543
     m1k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.330621353
     m1k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.585652895
     m1k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.889606449
     m1k18                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0        8.72558121
     m1k19                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.371572107
     m1k20                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 3                 0       8.913283895
      m2k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 4                 0       8.713201129
      m2k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 4                 0       9.095821002
      m2k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0        9.04271253
      m2k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0        9.09766035
      m2k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.110513685
      m2k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.210713868
      m2k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.656516848
      m2k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.461182509
      m2k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.284449774
     m2k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.349174213
     m2k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.266572983
     m2k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.421564826
     m2k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.885067732
     m2k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.990347988
     m2k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.453488685
     m2k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.506847131
     m2k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.504954468
     m2k18                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.457479181
     m2k19                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0      10.044148297
     m2k20                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       9.939865745
      m3k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 5                 0       8.266464218
      m3k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 6                 0       8.923080971
      m3k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.462728327
      m3k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.943791962
      m3k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.318618743
      m3k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.890983397
      m3k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.256127756
      m3k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.223386205
      m3k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.188094316
     m3k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.250119593
     m3k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.278419138
     m3k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.311988398
     m3k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.309719514
     m3k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.284952641
     m3k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.190923598
     m3k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.255007963
     m3k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.615061485
     m3k18                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0      10.662153685
     m3k19                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.885329315
     m3k20                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.988354945
      m4k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 6                 0       8.299796847
      m4k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 8                 0       9.290683731
      m4k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0       10.75353761
      m4k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.615356595
      m4k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      10.996252888
      m4k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.138508698
      m4k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.043617731
      m4k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.234066042
      m4k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0       11.73746761
     m4k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      10.715184287
     m4k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0       11.08289081
     m4k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.361198712
     m4k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.347132457
     m4k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      12.045221377
     m4k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.757809447
     m4k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.490793957
     m4k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.379799705
     m4k18                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0       11.61000126
     m4k19                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.908276609
     m4k20                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 9                 0      11.606340491
      m5k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 7                 0       9.278524129
      m5k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                10                 0      10.312141558
      m5k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      11.209883979
      m5k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      11.963578993
      m5k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.835371711
      m5k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.015760622
      m5k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.096277267
      m5k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.103525021
      m5k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.306373931
     m5k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0       12.96689657
     m5k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.231538095
     m5k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      11.885164402
     m5k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.148972458
     m5k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.288265414
     m5k15                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.766096782
     m5k16                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.446816833
     m5k17                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.307428567
     m5k18                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0       12.62494899
     m5k19                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      13.063364135
     m5k20                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                11                 0      12.593443741
      m6k1                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 8                 0       9.890896671
      m6k2                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                12                 0      11.057793046
      m6k3                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      12.015394113
      m6k4                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0       13.29639717
      m6k5                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      13.085752614
      m6k6                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      12.656939949
      m6k7                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      12.847645575
      m6k8                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      12.910553786
      m6k9                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      13.540307124
     m6k10                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      13.076859287
     m6k11                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      13.143118115
     m6k12                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      13.364877633
     m6k13                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      13.370712834
     m6k14                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                 x                13                 0      13.813826125
