       m k           Optimal   Optimal runtime            Greedy    Greedy runtime                GA     GA evaluation        GA runtime              GAPI   GAPI evaluation      GAPI runtime                SA     SA evaluation        SA runtime              SAPI   SAPI evaluation      SAPI runtime
      m1k1                 x                 x                 5        0.05380436                 5                 0      25.527943049                 5                 0      25.452765786                 2                 0      17.556190556                 5                 0      16.583417099
      m1k2                 x                 x                 8        0.04066732                 7                19      25.262761924                 8                 0      26.329469154                 5               159      18.149424292                 8                 0      18.230394836
      m1k3                 x                 x                 9       0.026896629                 9                29      27.777407317                10                25      27.743101548                 8                87      19.953971093                 9                 0      20.113814921
      m1k4                 x                 x                11       0.032009176                10               104       28.52191161                11                 0      29.021557296                 9                45      22.125758264                11                 0      22.261249377
      m1k5                 x                 x                11       0.025503492                12                51      30.088495143                12                38      30.343210109                10               694      23.351466865                11                 0      23.955269063
      m1k6                 x                 x                11       0.032298027                12               167      30.904615141                12                 7      31.943193041                11               113      25.248584384                12                 0      24.560250216
      m1k7                 x                 x                12         0.0641562                12                 1      32.350440204                12                 0        32.3258539                10               468      26.608213162                12                 0      25.941554386
      m1k8                 x                 x                12       0.042439493                11                 4      32.291139107                12                 0      33.808897448                11                96       27.59626883                12                 0      28.332407455
      m1k9                 x                 x                12       0.047605543                12                 0      34.455065215                12                 0      34.670083565                12               392      32.013221277                12                 0      30.152413577
     m1k10                 x                 x                12       0.052796668                12               683      35.904060972                12                 0      36.034037412                12               305      31.836474278                12                 0      31.894371731
     m1k11                 x                 x                12       0.057642494                12                 0      36.214230889                12                 0      36.570808261                12               256      32.826083706                12                 0      32.961579832
     m1k12                 x                 x                12       0.062865251                12                28      37.427876606                12                 0      37.415801348                12               192      33.813536776                12                 0      33.568182204
     m1k13                 x                 x                12       0.068831908                12                 0      38.334856223                12                 0       39.17015407                12                10      36.295079493                12                 0      35.838265735
     m1k14                 x                 x                12        0.07326906                12                 2      41.890565785                12                 0      38.948639843                12               230      37.235094592                12                 0      36.594038019
     m1k15                 x                 x                12       0.073621321                12                 3       41.69910828                12                 0      40.563286764                12               119      38.500106988                12                 0      38.311683731
     m1k16                 x                 x                12       0.088692216                12                 0      42.653424925                12                 0      42.445652336                12                74      40.830931698                12                 0       40.88901197
     m1k17                 x                 x                12       0.089913202                12                 0      42.704622838                12                 0      42.091470906                12                96      42.083681149                12                 0      41.108074737
     m1k18                 x                 x                12       0.088770245                12                 0      43.548347883                12                 0      40.503767422                12               145      41.968535957                12                 0      44.327353054
     m1k19                 x                 x                12       0.097948947                12                 1       43.91189757                12                 0      45.303342466                12                20      43.604533295                12                 0      44.175679257
     m1k20                 x                 x                12        0.10517258                12                 0       48.31120067                12                 0      47.078129667                12               209      46.459914135                12                 0      46.630446734
      m2k1                 x                 x                 9       0.015668091                 9              1259      29.315346483                 9                 0      28.279378329                 6                58      18.894785211                 9                 0      19.209506319
      m2k2                 x                 x                14        0.02403337                13             11452      32.616933285                14                 0      34.512083158                 9               118      23.018760521                14                 0      23.193842348
      m2k3                 x                 x                15       0.032812075                15                 8      35.292294689                17               188      37.255153184                13               344      27.399501894                15                 0      27.431232306
      m2k4                 x                 x                18       0.041321124                18                64      41.516417235                19                32      39.324592222                15              1402      30.624171131                18                 0      31.168200473
      m2k5                 x                 x                19       0.051379849                20                74      41.320605316                21                85      41.409813183                16               149      32.710791244                20                66      34.065380323
      m2k6                 x                 x                20         0.0613851                21               211      42.782470691                22                62      44.971941581                17                25      35.413701589                20                 0       35.79751542
      m2k7                 x                 x                22       0.070253697                22               354      44.793543514                23                21      44.818153906                19               645      38.244215801                22                 0      38.632564592
      m2k8                 x                 x                22       0.078668891                23                65      47.985101598                23                32      48.232808664                18                 0      42.972726203                22                 0      41.678668483
      m2k9                 x                 x                23       0.087265502                23                34      51.931481272                23                 0       50.27346239                20               628      46.838954699                23                 0      46.641292609
     m2k10                 x                 x                23       0.097829235                23                32      54.317257928                23                 0      53.584427946                21                76      48.668306638                23                 0      50.481637634
     m2k11                 x                 x                23       0.108479733                23               108      51.957291265                23                 0      54.591159522                18                26       53.70236526                23                 0       54.42223931
     m2k12                 x                 x                23       0.118361713                23                 9      56.883380627                23                 0       57.34078907                22               590      57.325996663                23                 0      57.633512355
     m2k13                 x                 x                23       0.128052695                23                 4      56.821347085                23                 0       58.27864684                23               251      58.571105166                23                 0      59.572283725
     m2k14                 x                 x                23       0.137647429                23                17      60.819917359                23                 0      63.789164937                21                85      61.737405486                23                 0      61.165280949
     m2k15                 x                 x                23       0.147832004                23                 9      62.627941828                23                 0      63.616085708                22               851      65.941987862                23                 0      65.760234709
     m2k16                 x                 x                23        0.16057439                23                27        67.8128035                23                 0      66.722713213                23               465      74.346448302                23                 0      73.325015558
     m2k17                 x                 x                23       0.165272827                23                 0      68.039818402                23                 0       66.31957189                23               148      75.845567131                23                 0      76.219988597
     m2k18                 x                 x                23       0.165652755                23                 2      67.949738836                23                 0      73.890080905                23               411      79.982518256                23                 0      79.731618326
     m2k19                 x                 x                23        0.18637548                23                20      72.194029248                23                 0      69.406234731                20                71      84.580736914                23                 0      85.172997902
     m2k20                 x                 x                23       0.196689659                23                 0      72.969560287                23                 0      70.511255706                23               140      84.330241881                23                 0      86.689584043
      m3k1                 x                 x                12       0.021548017                12               195      32.656974144                12                 0      32.029284799                 8                42      21.661844224                12                 0      23.198281065
      m3k2                 x                 x                18       0.033877348                18              3976      38.511191495                19             13640       38.98897489                13                38      28.488845847                18                 0      28.162060757
      m3k3                 x                 x                21        0.04749509                21               689      42.641526271                22                13      43.356836264                16              1191      33.518213094                21                 0      32.994997833
      m3k4                 x                 x                22       0.057580234                24              9066      44.379803346                25              2178      45.474715414                20               544      37.278248155                23                30      40.379857766
      m3k5                 x                 x                23       0.084115071                27              6940      49.703208273                28               143      48.911946806                20               719      44.668011568                23                 0      43.553944489
      m3k6                 x                 x                24       0.084615579                30               599       52.82231938                30             22378      54.775689918                23               153      47.052785021                25                 9      48.393084104
      m3k7                 x                 x                30       0.101180394                31             26266      58.149819819                31                16      57.267953733                25               292      52.705285661                30                 0      53.313194579
      m3k8                 x                 x                29       0.111083788                31             25189      60.390839193                31              2970      61.000616139                26               154      57.105138904                29                 0      58.776212245
      m3k9                 x                 x                30       0.124187071                31              2953       64.05813942                32             25061      62.657917607                26                82      66.428708928                30                 0      66.216451301
     m3k10                 x                 x                30       0.138752217                30             15137      70.764710118                32               246      67.585045453                25                37      68.274641935                30                 0       68.91665225
     m3k11                 x                 x                30       0.150966656                31              5002      70.304507404                32              5152      72.048453521                28               314      77.847837147                31                36       81.25383103
     m3k12                 x                 x                30       0.170495881                30              3231      75.404145576                32             10601      79.842748625                30               290      85.630132925                30                 0      81.263880394
     m3k13                 x                 x                26       0.179386805                31                35       77.87566299                32                62      78.372411996                29               104      84.974355536                30                22      82.722505723
     m3k14                 x                 x                26       0.190628019                32                17      81.630683337                32             10861      82.624653334                31               238      89.145491669                30              1097      89.010215668
     m3k15                 x                 x                32       0.211586965                32                23      88.536023752                32                 0       84.87346027                30               309      95.274740899                32                 0      92.986300587
     m3k16                 x                 x                32       0.221302396                32                 2      95.969372234                32                 0       91.84191963                29               388     106.521794586                32                 0      105.59718974
     m3k17                 x                 x                32       0.238756269                32                 4     100.971419425                32                 0      92.804863318                28              1132     108.764068925                32                 0     107.422753361
     m3k18                 x                 x                32       0.250062803                32                 9      97.130853063                32                 0      95.145812016                29               534     112.846529655                32                 0     112.700397466
     m3k19                 x                 x                32       0.237264871                32                 1     103.477606946                32                 0     100.815113776                31               393       116.2455706                32                 0     116.642596591
     m3k20                 x                 x                32       0.273916543                32                72     107.196732002                32                 0     104.109623115                31               893     122.266121766                32                 0     119.392956014
      m4k1                 x                 x                15       0.030343113                15               708      36.467674141                15                 0      36.895330395                10                71      24.448081439                15                 0      25.569541731
      m4k2                 x                 x                22       0.045207992                22               614      46.387262065                23              4401      45.141201452                14               122      32.909974914                22                 0      32.063024575
      m4k3                 x                 x                26       0.059937388                27               106      52.331408657                27               147      47.267597474                20                46      40.428674512                26                 0      40.205940059
      m4k4                 x                 x                26       0.075311614                29               140       51.38301456                31                63      53.280910586                26               199      47.332190993                27                 7      46.787423421
      m4k5                 x                 x                27       0.090363503                33             13797      57.889673299                34              4215      58.623320617                30                86      53.452200482                28                62      53.435024891
      m4k6                 x                 x                31       0.107230368                36             18308      61.985751845                36               116      61.056331878                29               111      59.171715612                31                 0      61.005389671
      m4k7                 x                 x                34       0.123307439                37              4557      62.804447458                37                56      63.890748294                33               691      65.831374372                34                 0      63.965708988
      m4k8                 x                 x                33       0.139509323                37               721      69.313849379                36                28      67.865722424                31               462      71.346990782                33                 0      71.145187896
      m4k9                 x                 x                33       0.154946582                35             33978      74.749913813                38               565      72.666732927                30               401       78.24573413                33                 0      75.844656014
     m4k10                 x                 x                36       0.173640169                38             44459       76.85520129                38              8432      76.633166054                32                12       83.70549312                36                 0      85.543477234
     m4k11                 x                 x                33       0.188459321                36                62      80.377106334                38              4469      79.311365769                34               737      93.466572046                33                 0       95.37582453
     m4k12                 x                 x                33       0.203835775                38             18028      84.548677016                38                75      83.395435751                36               166      99.903138263                35                84     101.496593967
     m4k13                 x                 x                33        0.21932954                38              9621      89.292349652                38                26      89.872214057                33               385     104.679914494                35                 3     105.270379514
     m4k14                 x                 x                29       0.239770489                38               608      93.253605708                38               985      94.353976324                35                93     107.472217508                34               109     103.121255721
     m4k15                 x                 x                35       0.261316393                38                72      99.341414769                38                17      97.014056008                35                60     117.049660348                36                80     116.191840059
     m4k16                 x                 x                35       0.254981405                38              7987      97.136756445                38               114     102.424677428                36               633     128.015721565                37                12     128.974797313
     m4k17                 x                 x                35       0.282999024                38                25     105.937061026                38                 7     105.801849759                36               351     133.709757015                36                40     130.469698007
     m4k18                 x                 x                35       0.299096082                38                21     105.135858227                38                25     106.877188437                37               532     138.620980342                38               173     136.398230964
     m4k19                 x                 x                36       0.331365499                38                 7     108.288245595                38                10     111.650462882                35               955     150.584859356                36                 0     146.208245743
     m4k20                 x                 x                36       0.328428962                38               490     119.137677054                38                 1     118.914198374                36               301     145.405220189                37               135     154.844482313
      m5k1                 x                 x                18       0.034555793                18               832      42.497308845                18                 0       41.93346257                 9                92      28.344966934                18                 0      27.675230453
      m5k2                 x                 x                26       0.055187098                25                91      47.681820772                27             20110      49.534749139                16               115       38.17909132                26                 0      38.545821292
      m5k3                 x                 x                31       0.074363054                31              1914      55.502202825                32             49784      56.480207842                23                94      47.704174075                31                 0      48.050509301
      m5k4                 x                 x                32       0.096315694                37             10793      63.378889906                37              2066      64.512565714                27               135      56.653819439                32                 0      59.100067278
      m5k5                 x                 x                33       0.111963509                39               509      67.390260765                38               978      69.991526716                30               365      61.943875258                33                 0      60.822756115
      m5k6                 x                 x                36       0.129201623                40             22724       72.23737188                42             27397      70.661552479                38               230      68.347585629                36                 0      72.220164301
      m5k7                 x                 x                38       0.172782406                41              1901      71.407260113                42                62      73.989548986                33              1211      76.669896857                39                19      75.927720839
      m5k8                 x                 x                39       0.169008024                40              1563      82.200694009                42               134      79.411977045                36               527      84.280036141                39                 0      85.454157117
      m5k9                 x                 x                39        0.19119302                42                91      82.778426526                42                53      81.914516122                37               206       95.94768921                40                42      97.133523289
     m5k10                 x                 x                39       0.205728487                43             36215      89.904072923                43              3575       89.30023655                40              1118     101.873503699                39                 0     102.575313327
     m5k11                 x                 x                39       0.217408096                43               190       92.83936481                42                10      89.271732947                38              1436     112.641570518                41               321     111.895217519
     m5k12                 x                 x                35       0.252215318                43                41      94.097561001                43             49539      95.739082205                40               378     120.099282698                42                33     118.230874483
     m5k13                 x                 x                39        0.26170395                43              2819     101.384317377                43              2606     101.440265073                41               966     125.355446618                42                82     127.134911237
     m5k14                 x                 x                37       0.273076792                43               122     105.811305169                43                18     109.326272081                41               297      131.77331665                42                73     133.189324815
     m5k15                 x                 x                39        0.29664337                43              3902     105.088451136                43               197     111.448038519                40               563     142.176066672                40              1278     142.054478672
     m5k16                 x                 x                39       0.298136176                43               108     115.231727803                43                10     115.802844667                40               244     151.813850129                42                75     151.271755269
     m5k17                 x                 x                39       0.334923489                43              6823      121.96067551                43                10     121.391658936                43               929     161.601921747                41               850     160.234652878
     m5k18                 x                 x                39       0.370713954                43              8389     128.105273529                43                16      123.24056333                40               824      165.73154198                40              2468     169.579823373
     m5k19                 x                 x                39       0.357790849                43                 9     126.265852913                43                13     126.930016656                42              1344     172.118474175                42               137     170.029305384
     m5k20                 x                 x                39       0.418941113                43              1346     134.891630536                43                 9     130.888488279                43               617     179.897206613                41               114      183.11709952
